# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	108243	108683	-	AAC21782.1			predicted coding region HI0101			HI_0101	441	146	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	108685	109818	-							HI_0102	1134		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	108685	109818	-	AAC21776.1			succinyl-diaminopimelate desuccinylase (dapE)			HI_0102	1134	377	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	109846	110190	-							HI_0103	345		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	109846	110190	-	AAC21777.1			conserved hypothetical protein			HI_0103	345	114	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	110269	112164	-							HI_0104	1896		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	110269	112164	-	AAC21778.1			heat shock protein (htpG)			HI_0104	1896	631	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	112381	113220	+							HI_0105	840		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	112381	113220	+	AAC21783.1			conserved hypothetical protein			HI_0105	840	279	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	113277	114665	-							HI_0106	1389		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	113277	114665	-	AAC21784.1			signal recognition particle protein (ffh)			HI_0106	1389	462	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	114997	116208	+							HI_0107	1212		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	114997	116208	+	AAC21785.1			conserved hypothetical protein			HI_0107	1212	403	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	116337	117230	+							HI_0108	894		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	116337	117230	+	AAC21786.1			conserved hypothetical protein			HI_0108	894	297	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	117319	117660	-							HI_0109	342		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	117319	117660	-	AAC21790.1			predicted coding region HI0109			HI_0109	342	113	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	117827	119116	+							HI_0110	1290		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	117827	119116	+	AAC21787.1			seryl-tRNA synthetase (serS)			HI_0110	1290	429	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	119451	120080	+							HI_0111	630		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	119451	120080	+	AAC21788.1			glutathione transferase (bphH)			HI_0111	630	209	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	120092	120388	-							HI_0112	297		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	120092	120388	-	AAC21791.1			predicted coding region HI0112			HI_0112	297	98	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	120441	122675	+							HI_0113	2235		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	120441	122675	+	AAC21789.1			hemin receptor (hemR)			HI_0113	2235	744	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	122901	123017	-							HI_0114	117		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	122901	123017	-	AAC21792.1			predicted coding region HI0114			HI_0114	117	38	
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	123439	123553	-							HI_r01	115		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	123439	123553	-				5S ribosomal RNA			HI_r01	115		
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	123801	126697	-							HI_r02	2897		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	123801	126697	-				23S ribosomal RNA			HI_r02	2897		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	126972	127044	-							HI_t02	73		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	126972	127044	-				tRNA-Glu			HI_t02	73		
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	127176	128714	-							HI_r03	1539		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	127176	128714	-				16S ribosomal RNA			HI_r03	1539		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	128895	128968	-							HI_t03	74		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	128895	128968	-				tRNA-Pro			HI_t03	74		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	128993	129065	-							HI_t04	73		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	128993	129065	-				tRNA-His			HI_t04	73		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	129095	129168	-							HI_t05	74		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	129095	129168	-				tRNA-Arg			HI_t05	74		
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	129317	131453	-							HI_0116	2137		pseudo
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	131587	131660	-							HI_t06	74		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	131587	131660	-				tRNA-Met			HI_t06	74		
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	131848	132959	+							HI_0117	1112		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	132944	133729	+							HI_0118	786		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	132944	133729	+	AAC21793.1			conserved hypothetical protein			HI_0118	786	261	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	133907	134920	+							HI_0119	1014		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	133907	134920	+	AAC21794.1			conserved hypothetical protein			HI_0119	1014	337	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	134970	135476	-							HI_0120	507		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	134970	135476	-	AAC21801.1			predicted coding region HI0120			HI_0120	507	168	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	135589	136950	-							HI_0121	1362		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	135589	136950	-	AAC21795.1			conserved hypothetical protein			HI_0121	1362	453	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	137335	138525	-							HI_0122	1191		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	137335	138525	-	AAC21796.1			cystathionine beta-lyase (metC)			HI_0122	1191	396	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	138800	139357	+							HI_0123	558		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	138800	139357	+	AAC21797.1			phosphatidylglycerophosphate synthase (pgsA)			HI_0123	558	185	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	139924	140454	-							HI_0124	531		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	139924	140454	-	AAC21798.1			inorganic pyrophosphatase (ppa)			HI_0124	531	176	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	140689	142005	+							HI_0125	1317		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	140689	142005	+	AAC21799.1			conserved hypothetical protein			HI_0125	1317	438	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	142163	143149	-							HI_0126	987		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	142163	143149	-	AAC21800.1			ferric ABC transporter, ATP-binding protein (afuC)			HI_0126	987	328	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	143193	145091	-							HI_0129	1899		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	143193	145091	-	AAC21802.1			predicted coding region HI0129			HI_0129	1899	632	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	145395	146435	-							HI_0131	1041		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	145395	146435	-	AAC21803.1			afuA protein			HI_0131	1041	346	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	146601	147242	+							HI_0132	642		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	146601	147242	+	AAC21804.1			uridine kinase (udk)			HI_0132	642	213	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	147251	147838	+							HI_0133	588		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	147251	147838	+	AAC21805.1			deoxycytidine triphosphate deaminase (dcd)			HI_0133	588	195	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	147842	149017	+							HI_0134	1176		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	147842	149017	+	AAC21811.1			predicted coding region HI0134			HI_0134	1176	391	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	149017	150207	+							HI_0135	1191		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	149017	150207	+	AAC21806.1			conserved hypothetical transmembrane protein			HI_0135	1191	396	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	150287	151801	-							HI_0136	1515		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	150287	151801	-	AAC21807.1			GTP-binding protein			HI_0136	1515	504	
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	152231	152304	-							HI_t07	74		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	152231	152304	-				tRNA-Asp			HI_t07	74		
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	152492	153262	-							HI_0137	771		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	152492	153262	-	AAC21808.1			DNA polymerase III, epsilon subunit (dnaQ)			HI_0137	771	256	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	153323	153787	+							HI_0138	465		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	153323	153787	+	AAC21809.1			ribonuclease H (rnh)			HI_0138	465	154	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	154039	155118	+							HI_0139	1080		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	154039	155118	+	AAC21810.1			outer membrane protein P2 (ompP2)			HI_0139	1080	359	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	155307	156452	-							HI_0140	1146		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	155307	156452	-	AAC21812.1			N-acetylglucosamine-6-phosphate deacetylase (nagA)			HI_0140	1146	381	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	156725	157537	-							HI_0141	813		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	156725	157537	-	AAC21813.1			glucosamine-6-phosphate isomerase (nagB)			HI_0141	813	270	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	157823	158704	-							HI_0142	882		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	157823	158704	-	AAC21814.1			N-acetylneuraminate lyase (nanA)			HI_0142	882	293	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	158715	159581	-							HI_0143	867		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	158715	159581	-	AAC21815.1			conserved hypothetical protein			HI_0143	867	288	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	159574	160476	-							HI_0144	903		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	159574	160476	-	AAC21816.1			glucose kinase, putative			HI_0144	903	300	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	160522	161208	-							HI_0145	687		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	160522	161208	-	AAC21817.1			conserved hypothetical protein			HI_0145	687	228	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	161558	162547	+							HI_0146	990		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	161558	162547	+	AAC21818.1			conserved hypothetical protein			HI_0146	990	329	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	162558	164459	+							HI_0147	1902		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	162558	164459	+	AAC21819.1			conserved hypothetical transmembrane protein			HI_0147	1902	633	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	164623	165762	+							HI_0148	1140		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	164623	165762	+	AAC21820.1			conserved hypothetical protein			HI_0148	1140	379	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	165924	166130	+							HI_0148.1	207		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	165924	166130	+	AAC21832.1			predicted coding region HI0148.1			HI_0148.1	207	68	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	166166	166357	+							HI_0149	192		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	166166	166357	+	AAC21830.1			predicted coding region HI0149			HI_0149	192	63	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	166400	167287	-							HI_0150	888		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	166400	167287	-	AAC21821.1			hflC protein (hflC)			HI_0150	888	295	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	167287	168519	-							HI_0151	1233		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	167287	168519	-	AAC21822.1			hflK protein (hflK)			HI_0151	1233	410	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	168629	169336	-							HI_0152	708		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	168629	169336	-	AAC21831.1			predicted coding region HI0152			HI_0152	708	235	
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	169396	170732	-							HI_0153	1337		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	170930	171160	-							HI_0154	231		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	170930	171160	-	AAC21823.1			acyl carrier protein (acpP)			HI_0154	231	76	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	171416	172144	-							HI_0155	729		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	171416	172144	-	AAC21824.1			3-ketoacyl-acyl carrier protein reductase (fabG)			HI_0155	729	242	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	172161	173099	-							HI_0156	939		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	172161	173099	-	AAC21825.1			malonyl CoA-acyl carrier protein transacylase (fabD)			HI_0156	939	312	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	173727	174677	-							HI_0157	951		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	173727	174677	-	AAC21826.1			beta-ketoacyl-ACP synthase III (fabH)			HI_0157	951	316	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	174863	175033	-							HI_0158	171		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	174863	175033	-	AAC21827.1			ribosomal protein L32 (rpL32)			HI_0158	171	56	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	175056	175580	-							HI_0159	525		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	175056	175580	-	AAC21828.1			conserved hypothetical protein			HI_0159	525	174	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	175737	176609	+							HI_0160	873		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	175737	176609	+	AAC21829.1			phosphatidylserine decarboxylase proenzyme (psd)			HI_0160	873	290	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	176718	178088	-							HI_0161	1371		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	176718	178088	-	AAC21833.1			glutathione reductase (gor)			HI_0161	1371	456	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	178304	178903	-							HI_0162	600		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	178304	178903	-	AAC21834.1			lipoprotein, putative			HI_0162	600	199	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	178997	179308	+							HI_0163	312		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	178997	179308	+	AAC21835.1			transcriptional regulator, putative (bolA)			HI_0163	312	103	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	179599	180942	+							HI_0164	1344		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	179599	180942	+	AAC21836.1			NADH:ubiquinone oxidoreducatase subunit A, Na translocating			HI_0164	1344	447	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	180945	182180	+							HI_0166	1236		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	180945	182180	+	AAC21837.1			NADH:ubiquinone oxidoreductase, subunit B (nqrB)			HI_0166	1236	411	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	182173	182907	+							HI_0167	735		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	182173	182907	+	AAC21838.1			NADH:ubiquinone oxidoreductase, Na translocating			HI_0167	735	244	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	182907	183533	+							HI_0168	627		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	182907	183533	+	AAC21839.1			NADH:ubiquinone oxidoreductase, Na translocating			HI_0168	627	208	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	183537	184133	+							HI_0170	597		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	183537	184133	+	AAC21840.1			NADH:ubiquinone oxidoreductase, Na translocating			HI_0170	597	198	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	184146	185381	+							HI_0171	1236		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	184146	185381	+	AAC21841.1			Nqr6 subunit of Na-translocating NADH-quinone reductase complex beta-subunit (nqr6)			HI_0171	1236	411	
